gene_symbol,sex,nAcc_Male_directions,min_p_across_regions,meta_higher_in_MDD_pvalue,meta_lower_in_MDD_pvalue,meta_direction,meta_p
DUX4L14,male,+,0.9484773725800402,0.4742386862900201,0.5257613137099799,1,0.9484773725800402
DUX4L15,male,+,0.9484773725800402,0.4742386862900201,0.5257613137099799,1,0.9484773725800402
DUX4L16,male,-,0.24629652221825316,0.8768517388908734,0.12314826110912658,-1,0.24629652221825316
DUX4L17,male,-,0.9826941927242234,0.5086529036378883,0.4913470963621117,-1,0.9826941927242234
DUX4L18,male,+,0.6981576005946006,0.3490788002973003,0.6509211997026997,1,0.6981576005946006
DUX4L19,male,-,0.8869192269889534,0.5565403865055233,0.4434596134944767,-1,0.8869192269889534
DUX4L2,male,+,0.9484773725800402,0.4742386862900201,0.5257613137099799,1,0.9484773725800402
DUX4L20,male,+,0.9484773725800402,0.4742386862900201,0.5257613137099799,1,0.9484773725800402
DUX4L21,male,+,0.9484773725800402,0.4742386862900201,0.5257613137099799,1,0.9484773725800402
DUX4L22,male,+,0.9484773725800402,0.4742386862900201,0.5257613137099799,1,0.9484773725800402
DUX4L23,male,+,0.9484773725800402,0.4742386862900201,0.5257613137099799,1,0.9484773725800402
DUX4L24,male,+,0.9484773725800402,0.4742386862900201,0.5257613137099799,1,0.9484773725800402
DUX4L25,male,-,0.49035092734038865,0.7548245363298056,0.24517546367019433,-1,0.49035092734038865
DUX4L26,male,-,0.8986646894995594,0.5506676552502203,0.4493323447497797,-1,0.8986646894995594
DUX4L27,male,+,0.437093564348744,0.218546782174372,0.7814532178256279,1,0.437093564348744
DUX4L28,male,-,0.6855176759976247,0.6572411620011877,0.34275883799881235,-1,0.6855176759976247
DUX4L29,male,+,0.9484773725800402,0.4742386862900201,0.5257613137099799,1,0.9484773725800402
DUX4L3,male,+,0.9484773725800402,0.4742386862900201,0.5257613137099799,1,0.9484773725800402
DUX4L30,male,+,0.9484773725800402,0.4742386862900201,0.5257613137099799,1,0.9484773725800402
DUX4L31,male,-,0.8366024965044653,0.5816987517477674,0.41830124825223264,-1,0.8366024965044653
DUX4L32,male,+,0.26082944789932866,0.13041472394966433,0.8695852760503356,1,0.26082944789932866
DUX4L33,male,-,0.9837233641417746,0.5081383179291127,0.4918616820708873,-1,0.9837233641417746
DUX4L34,male,+,0.6370312214751808,0.3185156107375904,0.6814843892624096,1,0.6370312214751808
DUX4L35,male,+,0.15892475117145163,0.07946237558572582,0.9205376244142741,1,0.15892475117145163
DUX4L37,male,+,0.11098933033687453,0.05549466516843726,0.9445053348315627,1,0.11098933033687453
DUX4L4,male,+,0.9484773725800402,0.4742386862900201,0.5257613137099799,1,0.9484773725800402
DUX4L45,male,+,0.6569909978277767,0.32849549891388835,0.6715045010861116,1,0.6569909978277767
DUX4L46,male,-,0.7915530527512769,0.6042234736243616,0.3957765263756384,-1,0.7915530527512769
DUX4L47,male,+,0.24318760722412078,0.12159380361206039,0.8784061963879396,1,0.24318760722412078
DUX4L5,male,+,0.9484773725800402,0.4742386862900201,0.5257613137099799,1,0.9484773725800402
DUX4L50,male,+,0.3346096190701161,0.16730480953505805,0.832695190464942,1,0.3346096190701161
DUX4L51,male,+,0.6398290721974764,0.3199145360987382,0.6800854639012618,1,0.6398290721974764
DUX4L52,male,+,0.8141187749242077,0.40705938746210385,0.5929406125378962,1,0.8141187749242077
DUX4L6,male,+,0.9484773725800402,0.4742386862900201,0.5257613137099799,1,0.9484773725800402
DUX4L7,male,+,0.9484773725800402,0.4742386862900201,0.5257613137099799,1,0.9484773725800402
DUX4L8,male,+,0.9484773725800402,0.4742386862900201,0.5257613137099799,1,0.9484773725800402
DUX4L9,male,-,0.6432247033460099,0.678387648326995,0.32161235167300495,-1,0.6432247033460099
DUXA,male,+,0.8366228965468598,0.4183114482734299,0.5816885517265701,1,0.8366228965468598
DUXAP1,male,-,0.12365996155172845,0.9381700192241358,0.06182998077586423,-1,0.12365996155172845
DUXAP11,male,-,0.4565936448191297,0.7717031775904352,0.22829682240956484,-1,0.4565936448191297
DUXAP2,male,+,0.4804598755343831,0.24022993776719154,0.7597700622328085,1,0.4804598755343831
DUXAP3,male,+,0.3623579001259196,0.1811789500629598,0.8188210499370402,1,0.3623579001259196
DUXAP4,male,-,0.7967070306821562,0.6016464846589219,0.3983535153410781,-1,0.7967070306821562
DUXAP5,male,-,0.47787714437947637,0.7610614278102619,0.23893857218973819,-1,0.47787714437947637
DUXAP6,male,-,0.9632628059845814,0.5183685970077093,0.4816314029922907,-1,0.9632628059845814
DUXAP7,male,+,0.005457642141603251,0.0027288210708016256,0.9972711789291984,1,0.005457642141603251
DUXAP8,male,-,0.5305346738151788,0.7347326630924106,0.2652673369075894,-1,0.5305346738151788
DUXAP9,male,-,0.04250391309352972,0.9787480434532351,0.02125195654676486,-1,0.04250391309352972
DUXB,male,-,0.8192642351498844,0.5903678824250578,0.4096321175749422,-1,0.8192642351498844
DVL1,male,+,0.4900349790917419,0.24501748954587094,0.754982510454129,1,0.4900349790917419
DVL2,male,-,0.8824344228849164,0.5587827885575418,0.4412172114424582,-1,0.8824344228849164
DVL3,male,+,0.867743374564441,0.4338716872822205,0.5661283127177795,1,0.867743374564441
DXO,male,+,0.6400346071299071,0.32001730356495356,0.6799826964350464,1,0.6400346071299071
DYDC1,male,+,0.16916289006107169,0.08458144503053584,0.9154185549694642,1,0.16916289006107169
DYDC2,male,+,0.5902232554268981,0.29511162771344907,0.7048883722865509,1,0.5902232554268981
DYM,male,-,0.37480700471111084,0.8125964976444446,0.18740350235555542,-1,0.37480700471111084
DYNAP,male,+,0.41194049356318074,0.20597024678159037,0.7940297532184096,1,0.41194049356318074
DYNC1H1,male,-,0.1834788086484366,0.9082605956757818,0.0917394043242183,-1,0.1834788086484366
DYNC1I1,male,-,0.2790329166723124,0.8604835416638438,0.1395164583361562,-1,0.2790329166723124
DYNC1I2,male,+,0.8373479808169416,0.4186739904084708,0.5813260095915291,1,0.8373479808169416
DYNC1I2P1,male,+,0.4150648886221918,0.2075324443110959,0.792467555688904,1,0.4150648886221918
DYNC1LI1,male,-,0.13334542242475533,0.9333272887876223,0.06667271121237767,-1,0.13334542242475533
DYNC1LI2,male,+,0.34020636050993613,0.17010318025496807,0.8298968197450319,1,0.34020636050993613
DYNC2H1,male,-,0.4915685410912598,0.7542157294543701,0.2457842705456299,-1,0.4915685410912598
DYNC2LI1,male,-,0.9726210310976501,0.513689484451175,0.48631051554882504,-1,0.9726210310976501
DYNLL1,male,+,0.4520509630428814,0.2260254815214407,0.7739745184785594,1,0.4520509630428814
DYNLL1P1,male,-,0.2885750586261646,0.8557124706869177,0.1442875293130823,-1,0.2885750586261646
DYNLL1P2,male,-,0.5874206214222675,0.7062896892888663,0.29371031071113374,-1,0.5874206214222675
DYNLL1P3,male,+,0.5868808072429581,0.29344040362147905,0.706559596378521,1,0.5868808072429581
DYNLL1P4,male,-,0.20092218432647838,0.8995389078367608,0.10046109216323919,-1,0.20092218432647838
DYNLL1P5,male,-,0.5420112889604468,0.7289943555197766,0.2710056444802234,-1,0.5420112889604468
DYNLL1P6,male,+,0.5037868272166615,0.25189341360833073,0.7481065863916693,1,0.5037868272166615
DYNLL1P7,male,+,0.670402357777051,0.3352011788885255,0.6647988211114745,1,0.670402357777051
DYNLL2,male,-,0.7396480124163536,0.6301759937918232,0.3698240062081768,-1,0.7396480124163536
DYNLRB1,male,+,0.3126427252412125,0.15632136262060625,0.8436786373793937,1,0.3126427252412125
DYNLRB2,male,+,0.5785154200991817,0.28925771004959083,0.7107422899504092,1,0.5785154200991817
DYNLT1,male,+,0.1902013900753084,0.0951006950376542,0.9048993049623458,1,0.1902013900753084
DYNLT3,male,-,0.6425423511812178,0.6787288244093911,0.3212711755906089,-1,0.6425423511812178
DYNLT3P1,male,-,0.6858239743009751,0.6570880128495125,0.34291198715048754,-1,0.6858239743009751
DYNLT3P2,male,+,0.4439151376699968,0.2219575688349984,0.7780424311650016,1,0.4439151376699968
DYRK1A,male,-,0.05663962984100746,0.9716801850794963,0.02831981492050373,-1,0.05663962984100746
DYRK1B,male,+,0.5023040616804357,0.25115203084021787,0.7488479691597821,1,0.5023040616804357
DYRK2,male,-,0.2849872066610128,0.8575063966694936,0.1424936033305064,-1,0.2849872066610128
DYRK3,male,-,0.6927922589625397,0.6536038705187301,0.34639612948126985,-1,0.6927922589625397
DYRK4,male,+,0.670450072126098,0.335225036063049,0.664774963936951,1,0.670450072126098
DYSF,male,+,0.6409934094342051,0.32049670471710257,0.6795032952828974,1,0.6409934094342051
DYTN,male,-,0.3860974253301861,0.806951287334907,0.19304871266509305,-1,0.3860974253301861
DYX1C1,male,+,0.2850348137911155,0.14251740689555775,0.8574825931044423,1,0.2850348137911155
DZANK1,male,-,0.706204452398084,0.646897773800958,0.353102226199042,-1,0.706204452398084
DZIP1,male,-,0.9400735252536547,0.5299632373731726,0.47003676262682736,-1,0.9400735252536547
DZIP1L,male,+,0.4619013949597879,0.23095069747989394,0.7690493025201061,1,0.4619013949597879
DZIP3,male,-,0.4580964415826695,0.7709517792086653,0.22904822079133474,-1,0.4580964415826695
E2F1,male,+,0.35488862274038135,0.17744431137019068,0.8225556886298093,1,0.35488862274038135
E2F2,male,+,0.20098514515179836,0.10049257257589918,0.8995074274241008,1,0.20098514515179836
E2F3,male,-,0.13897341186778872,0.9305132940661056,0.06948670593389436,-1,0.13897341186778872
E2F3P1,male,-,0.4324841554290111,0.7837579222854945,0.21624207771450554,-1,0.4324841554290111
E2F3P2,male,+,0.2833145098381189,0.14165725491905945,0.8583427450809406,1,0.2833145098381189
E2F4,male,-,0.7879500309705283,0.6060249845147359,0.39397501548526415,-1,0.7879500309705283
E2F4P1,male,+,0.23074480645359535,0.11537240322679768,0.8846275967732024,1,0.23074480645359535
E2F5,male,-,0.68233878849713,0.658830605751435,0.341169394248565,-1,0.68233878849713
E2F6,male,-,0.3326874573571358,0.8336562713214322,0.1663437286785679,-1,0.3326874573571358
E2F6P1,male,+,0.42107606063209,0.210538030316045,0.789461969683955,1,0.42107606063209
E2F6P2,male,+,0.9484773725800402,0.4742386862900201,0.5257613137099799,1,0.9484773725800402
E2F6P3,male,-,0.5654404431590598,0.7172797784204701,0.2827202215795299,-1,0.5654404431590598
E2F6P4,male,+,0.2644783198915629,0.13223915994578145,0.8677608400542185,1,0.2644783198915629
E2F7,male,+,0.993866302451985,0.4969331512259925,0.5030668487740075,1,0.993866302451985
E2F8,male,-,0.5634579228510059,0.718271038574497,0.28172896142550297,-1,0.5634579228510059
E4F1,male,+,0.9983487989204458,0.4991743994602229,0.5008256005397771,1,0.9983487989204458
EAF1,male,-,0.061932005812891905,0.969033997093554,0.030966002906445952,-1,0.061932005812891905
EAF2,male,+,0.5867147591656419,0.29335737958282093,0.7066426204171791,1,0.5867147591656419
EAPP,male,+,0.5417481180637354,0.2708740590318677,0.7291259409681323,1,0.5417481180637354
EARS2,male,-,0.10356607050991777,0.9482169647450411,0.051783035254958885,-1,0.10356607050991777
EBAG9,male,+,0.9679478342610686,0.4839739171305343,0.5160260828694657,1,0.9679478342610686
EBAG9P1,male,+,0.8237366925908476,0.4118683462954238,0.5881316537045762,1,0.8237366925908476
EBF1,male,+,0.01639654385265603,0.008198271926328014,0.9918017280736721,1,0.01639654385265603
EBF2,male,-,0.5087808395725465,0.7456095802137268,0.25439041978627325,-1,0.5087808395725465
EBF3,male,+,0.042439847528844075,0.021219923764422038,0.978780076235578,1,0.042439847528844075
EBF4,male,+,0.42023396547890113,0.21011698273945056,0.7898830172605494,1,0.42023396547890113
EBI3,male,+,0.2509376585967015,0.12546882929835074,0.8745311707016492,1,0.2509376585967015
EBLN1,male,+,0.8313406019821967,0.41567030099109836,0.5843296990089016,1,0.8313406019821967
EBLN2,male,+,0.7272176444129547,0.36360882220647733,0.6363911777935227,1,0.7272176444129547
EBNA1BP2,male,+,0.8333352504949897,0.41666762524749484,0.5833323747525052,1,0.8333352504949897
EBP,male,+,0.40553286325114246,0.20276643162557123,0.7972335683744287,1,0.40553286325114246
EBPL,male,+,0.199563435535096,0.099781717767548,0.9002182822324519,1,0.199563435535096
ECD,male,-,0.16498933946477012,0.9175053302676149,0.08249466973238506,-1,0.16498933946477012
ECE1,male,+,0.0816543282107606,0.0408271641053803,0.9591728358946198,1,0.0816543282107606
ECE2,male,-,0.38197084693706873,0.8090145765314656,0.19098542346853437,-1,0.38197084693706873
ECEL1,male,-,0.45990375973178776,0.7700481201341061,0.22995187986589388,-1,0.45990375973178776
ECEL1P1,male,-,0.13942549415165453,0.9302872529241728,0.06971274707582727,-1,0.13942549415165453
ECEL1P2,male,+,0.639256631662804,0.319628315831402,0.6803716841685981,1,0.639256631662804
ECEL1P3,male,-,0.23505156232166147,0.8824742188391692,0.11752578116083073,-1,0.23505156232166147
ECH1,male,+,0.36330930149543783,0.18165465074771892,0.8183453492522811,1,0.36330930149543783
ECHDC1,male,-,0.8820115452245783,0.5589942273877109,0.4410057726122891,-1,0.8820115452245783
ECHDC2,male,+,0.11753250568038955,0.05876625284019477,0.9412337471598052,1,0.11753250568038955
ECHDC3,male,-,0.9016654773889108,0.5491672613055446,0.4508327386944554,-1,0.9016654773889108
ECHS1,male,+,0.28703810158438336,0.14351905079219168,0.8564809492078083,1,0.28703810158438336
ECI1,male,+,0.0747724607649507,0.03738623038247535,0.9626137696175247,1,0.0747724607649507
ECI2,male,-,0.9012031421303045,0.5493984289348477,0.45060157106515225,-1,0.9012031421303045
ECM1,male,+,0.0745136981019088,0.0372568490509544,0.9627431509490456,1,0.0745136981019088
ECM1P1,male,+,0.22033607442023564,0.11016803721011782,0.8898319627898822,1,0.22033607442023564
ECM1P2,male,-,0.5472458574522676,0.7263770712738662,0.2736229287261338,-1,0.5472458574522676
ECM2,male,+,0.908546656166556,0.454273328083278,0.545726671916722,1,0.908546656166556
ECSCR,male,+,0.02321511844745402,0.01160755922372701,0.988392440776273,1,0.02321511844745402
ECSIT,male,+,0.2259339041891288,0.1129669520945644,0.8870330479054356,1,0.2259339041891288
ECT2,male,-,0.5153580215008801,0.7423209892495599,0.25767901075044003,-1,0.5153580215008801
ECT2L,male,-,0.6498480278842795,0.6750759860578602,0.32492401394213977,-1,0.6498480278842795
EDA,male,-,0.797172005010924,0.601413997494538,0.398586002505462,-1,0.797172005010924
EDA2R,male,+,0.8917095241982523,0.44585476209912617,0.5541452379008738,1,0.8917095241982523
EDAR,male,+,0.7381672253359884,0.3690836126679942,0.6309163873320058,1,0.7381672253359884
EDARADD,male,+,0.2748115857101618,0.1374057928550809,0.8625942071449191,1,0.2748115857101618
EDC3,male,-,0.12469655450707694,0.9376517227464615,0.06234827725353847,-1,0.12469655450707694
EDC4,male,-,0.08894310306220458,0.9555284484688977,0.04447155153110229,-1,0.08894310306220458
EDDM3A,male,+,0.11365820549862166,0.05682910274931083,0.9431708972506891,1,0.11365820549862166
EDDM3B,male,+,0.38785123962072277,0.19392561981036138,0.8060743801896386,1,0.38785123962072277
EDDM3CP,male,+,0.9185186045032371,0.45925930225161854,0.5407406977483815,1,0.9185186045032371
EDDM3DP,male,-,0.6451026696883599,0.67744866515582,0.32255133484417997,-1,0.6451026696883599
EDEM1,male,-,0.045362306975966805,0.9773188465120166,0.022681153487983403,-1,0.045362306975966805
EDEM2,male,-,0.8342840753459988,0.5828579623270006,0.4171420376729994,-1,0.8342840753459988
EDEM3,male,-,0.07569764935999804,0.962151175320001,0.03784882467999902,-1,0.07569764935999804
EDF1,male,+,0.12886328162824692,0.06443164081412346,0.9355683591858766,1,0.12886328162824692
EDIL3,male,-,0.8908674331232931,0.5545662834383535,0.44543371656164654,-1,0.8908674331232931
EDN1,male,-,0.9690729600639951,0.5154635199680024,0.48453648003199756,-1,0.9690729600639951
EDN2,male,-,0.39988012640869997,0.80005993679565,0.19994006320434998,-1,0.39988012640869997
EDN3,male,+,0.1523505163920085,0.07617525819600425,0.9238247418039958,1,0.1523505163920085
EDNRA,male,+,0.5343261199364622,0.2671630599682311,0.7328369400317689,1,0.5343261199364622
EDNRB,male,-,0.12651555839850426,0.9367422208007479,0.06325777919925213,-1,0.12651555839850426
EDRF1,male,-,0.2342196333132815,0.8828901833433592,0.11710981665664075,-1,0.2342196333132815
EEA1,male,+,0.9338286255054932,0.4669143127527466,0.5330856872472534,1,0.9338286255054932
EED,male,-,0.8418732522359995,0.5790633738820002,0.42093662611799976,-1,0.8418732522359995
EEF1A1,male,-,0.8316309852920147,0.5841845073539926,0.41581549264600737,-1,0.8316309852920147
EEF1A1P1,male,-,0.9960497877791343,0.5019751061104328,0.49802489388956717,-1,0.9960497877791343
EEF1A1P10,male,+,0.8916443516076566,0.4458221758038283,0.5541778241961717,1,0.8916443516076566
EEF1A1P11,male,+,0.226436627527704,0.113218313763852,0.886781686236148,1,0.226436627527704
EEF1A1P12,male,-,0.9329285686286295,0.5335357156856853,0.46646428431431475,-1,0.9329285686286295
EEF1A1P13,male,-,0.1917644460308866,0.9041177769845568,0.0958822230154433,-1,0.1917644460308866
EEF1A1P14,male,+,0.5568723008283112,0.2784361504141556,0.7215638495858444,1,0.5568723008283112
EEF1A1P15,male,-,0.4065685092147996,0.7967157453926001,0.2032842546073998,-1,0.4065685092147996
EEF1A1P16,male,-,0.9851716541190729,0.5074141729404635,0.49258582705953646,-1,0.9851716541190729
EEF1A1P17,male,-,0.8331042861751823,0.5834478569124089,0.41655214308759114,-1,0.8331042861751823
EEF1A1P19,male,+,0.8812156857796676,0.4406078428898338,0.5593921571101662,1,0.8812156857796676
EEF1A1P2,male,-,0.8408587639438818,0.5795706180280591,0.4204293819719409,-1,0.8408587639438818
EEF1A1P20,male,-,0.7392869082052892,0.6303565458973555,0.3696434541026446,-1,0.7392869082052892
EEF1A1P21,male,+,0.8309594079753315,0.41547970398766576,0.5845202960123342,1,0.8309594079753315
EEF1A1P22,male,+,0.9641977948058735,0.48209889740293677,0.5179011025970632,1,0.9641977948058735
EEF1A1P24,male,+,0.2507839798335796,0.1253919899167898,0.8746080100832102,1,0.2507839798335796
EEF1A1P25,male,+,0.8226978389837238,0.4113489194918619,0.5886510805081381,1,0.8226978389837238
EEF1A1P26,male,-,0.343180458191912,0.828409770904044,0.171590229095956,-1,0.343180458191912
EEF1A1P27,male,+,0.65789892253772575,0.3289494612688629,0.6710505387311372,1,0.65789892253772575
EEF1A1P28,male,-,0.9795463811182556,0.5102268094408722,0.4897731905591278,-1,0.9795463811182556
EEF1A1P29,male,+,0.09740198387954652,0.04870099193977326,0.9512990080602267,1,0.09740198387954652
EEF1A1P3,male,-,0.8221819528232962,0.5889090235883518,0.4110909764116481,-1,0.8221819528232962
EEF1A1P30,male,-,0.8787592560275991,0.5606203719862004,0.43937962801379954,-1,0.8787592560275991
EEF1A1P31,male,+,0.18647543859676255,0.09323771929838127,0.9067622807016188,1,0.18647543859676255
EEF1A1P32,male,-,0.5818421121499014,0.7090789439250493,0.2909210560749507,-1,0.5818421121499014
EEF1A1P33,male,+,0.7591593043710743,0.37957965218553713,0.6204203478144629,1,0.7591593043710743
EEF1A1P34,male,-,0.8351379675015557,0.5824310162492221,0.41756898375077783,-1,0.8351379675015557
